Isbn,Author_id
3492230466,2186
3492045170,210
3492045170,3513
3492045170,211
3492045170,3514
0072521309,3515
0072521309,3516
0072521309,3517
0679756973,1191
0517886685,3518
1570625190,3519
0670866563,3520
0375405046,3521
0316845442,3522
0140291725,3523
0029023106,3524
0802134254,3525
0688156819,3526
0762403004,3527
0140250840,3528
0679723226,3529
0679722645,3530
0380732181,3531
0156007754,3532
0156007754,3533
0553371010,3534
0553371010,3535
0553371010,3536
031205436X,2802
1573226521,2909
0671027638,3537
0385497091,3538
1573226882,819
1573228214,819
0316780812,137
0515119784,3449
0736909672,3539
0786011963,3540
0811825558,3541
0141390972,3542
0062736302,3543
0062736302,3544
0071352430,3545
0071352430,3546
0671798553,3547
0060953497,3548
0060953497,3549
0306810646,3550
0393318923,3551
1882114981,3552
1882114981,3553
1882114981,3554
1882114981,3555
0471415804,3556
0471415804,3557
0471415804,3558
0380788691,3559
0515134449,1535
0596000987,3560
0134843460,3561
0064407675,751
0767902890,3562
0812213122,3563
0879238615,3564
0879238615,3565
0618134786,3566
0618134786,3567
0312135653,1097
0375726446,3553
037575895X,3568
0061092355,2539
0061092355,3569
0060934727,3570
0375403671,3571
0670888214,1757
0380977788,269
0380977788,3572
0441304834,1535
0375421726,3573
0609805002,3574
1891053426,3575
0393049272,3576
0140099182,3577
0385319932,3578
0684853205,3579
0609802437,3580
0765347415,3581
0425071081,3582
0393956571,3583
0393956571,3584
0393956571,3585
0805324305,3586
2710305089,3587
2070368378,3588
3462025376,3589
0553571818,134
0441790348,95
0812550390,3353
2877141519,2329
0965881199,405
0965881199,3590
0965881199,3591
1573928275,405
014011906X,3592
0920109020,3593
0920109020,3594
0345377494,3595
0590960369,3596
0152009604,3597
0393038025,1987
0771014929,3598
0060931809,2421
1566199697,3599
0451527496,1595
0451527496,3536
0451525426,1595
0451525426,3536
0451525426,3600
0553573403,3601
0553579908,3601
055357342X,3601
0440211158,3602
1885211279,3603
2290044067,3481
2290044067,3604
0821739514,3605
0553280147,3606
0821730894,3607
0553245716,3608
0345391055,42
0553243055,1849
0312979479,910
0375760911,3609
0449244679,3610
0671681036,79
068480087X,956
0743407067,2910
0515131083,1613
1585420654,3611
1587430665,3612
1587430665,3613
0684843110,3614
0684843110,3615
0684843110,1753
156955028X,3616
156955028X,3617
156955028X,3618
0446679763,3619
0446679763,3620
0867162791,3621
0867162791,3622
0452274664,3623
0064403645,3624
0064403645,3625
1400032806,1558
0140262776,3626
0385317042,3627
0393029875,3628
0743243315,3629
0743407059,2910
1400061598,3449
0452283280,3630
0743407083,2910
0446532444,238
0446532444,3631
0446533041,3632
0375413278,3633
1892738341,3634
0743483014,66
0743483014,1336
0743483014,3635
0393029603,3636
0312093004,3637
0451184149,3638
0380005239,3639
0380005239,1392
0231121008,3640
0231121008,3641
0064401774,3642
0064401774,3643
0380732238,3644
1571740562,3645
0399142789,3645
0375406530,1050
006000438X,1540
0679411267,503
0375412557,376
0312169868,3646
0374129983,213
067003178X,3647
0688176992,3648
0688176992,3649
0312032978,3650
0394561619,151
0394561619,1321
0786866470,3651
0385318782,3449
1879941201,3652
0060920076,547
0679437452,3449
1931561648,681
0060517794,152
0553296124,3653
0345413350,96
0380701340,365
0373260474,3654
1588515281,3655
0679450041,942
0241130522,3656
0413722309,3657
0413725405,3657
1853830852,3658
0859533565,3659
0413624501,208
1857141296,3660
0745321992,3661
0140350748,3098
1853912352,3662
0201050714,3663
0802116175,3664
0140185011,1663
0140298363,3665
0451146425,117
0877738513,3666
0877738513,3667
0380817446,3668
0440862809,3669
0571197272,3670
0345300203,52
0451167309,117
0440154731,1365
0553579835,1702
0449224775,3166
0345379330,178
1576737330,3671
0590371258,831
1573227226,3672
0670871753,3673
0151446474,1209
0670813028,144
0810922975,3674
0761520937,3675
0785281754,3676
0785281754,3677
0345405730,3678
0451197410,1598
0761522557,3376
0316601950,137
0399151516,133
0399151435,3679
0451210220,894
0399148515,3679
0886777771,2391
0445406518,917
0671697978,3680
0671697978,3681
0441317480,189
0345405625,3682
0345406141,3682
0061006629,3683
0553563696,1045
0553563696,1046
0345431618,3684
0553567713,1045
0553567713,1046
0553286390,1045
0553286390,1046
0345301293,1394
0345382412,3682
0345389972,3682
0345402219,3682
0345405501,3682
0671654349,3680
0671654349,3681
0671832174,3685
0881845531,1394
076534128X,877
0441662382,189
0345384687,3682
0345353749,3686
1586481843,3687
088184389X,1394
0460872583,1188
0460872583,3688
0385333498,1365
0425043231,1394
0345313151,189
0345314255,800
0345305183,189
0380004933,3684
0451132343,144
0345279255,189
0451131312,144
0345272846,189
0786884460,3689
0061031429,637
0060977337,210
0446693790,210
0553380168,3690
0140285008,3691
067104155X,3692
006098726X,210
068483569X,1986
068483569X,3693
0380701006,3694
0671504398,1462
0451522303,284
0441005152,3695
3518366750,1112
3518366750,3696
3453172337,3697
3453172337,3698
3453172337,3699
3404136012,940
3453131169,940
3453092007,940
0553582925,62
0441008763,1525
0812545249,1627
0446606715,3700
0553572423,2186
0373320132,3701
0803728492,3702
0525941673,415
0812522400,3074
0553102044,3703
156718359X,3704
0671722948,399
0140191550,3705
0140009930,3706
014027944X,3707
0140051627,827
0713910372,3708
0713910372,3709
0140510494,3710
0140510028,3711
0140510028,3712
0140442073,3713
0140442073,3714
0575075546,3715
0091816874,3716
0330020706,3686
0851123554,3717
0851123554,3718
0743220633,3719
1903402913,3720
1856053318,3721
0752521454,3722
0696204800,3723
0696204800,35
0696204800,3724
0696204800,3725
0696204800,3726
027300235X,3727
0877540950,3728
0751514853,3729
3404143205,3049
345386980X,25
345386980X,1369
345386980X,3730
3629002013,3731
3629002013,3732
3629002013,3733
0877147728,3734
0674955218,3735
0452283930,1352
0553382225,1825
1573227331,819
0679767959,3736
0451526767,399
0596001932,3737
0596001932,3738
156592861X,3739
1565926730,3737
080411918X,84
0060171405,3740
0553293176,3741
0316812471,3742
0440222915,1014
1551668653,110
038079960X,3743
0440237300,585
0373292945,3744
1568842406,3745
0399133186,573
0066214122,42
0684803135,3746
0451404300,3747
0312192339,3748
0060802162,3749
0394744322,3750
0375507523,1207
0375507523,3751
0140266909,3752
0140266909,3753
0836221192,2029
0446386405,3754
0446386405,3755
0688088007,3756
0140444203,3757
0140444203,3758
1878825003,3309
0070037485,3759
3499102277,652
3499102277,3760
0872203948,3761
0872203948,3762
0385721404,307
0375410597,1302
0440125081,2183
0446604275,1595
0446604275,3763
0671501747,3764
0805040900,3765
0465006930,3766
0670804541,3767
0679741836,1207
068810391X,3277
0849912903,3768
034531798X,1264
0812968379,3769
0312961294,3770
034545071X,558
0451188470,3771
006019541X,3772
0446527696,1318
0446609749,3773
0375502238,465
0440202043,3770
0345285557,800
0821723243,3774
0312156499,3775
0938077112,3776
0938077112,3777
0312975228,2937
0590452037,3778
0451183665,42
0451183665,3779
0061097268,3780
0553111531,3781
0439137411,3782
0312155859,3783
0380758377,2590
0345441761,1737
0399150897,64
0449911160,3784
0671868640,3785
0553247379,379
0553247379,3786
0061043508,1094
0811828964,3787
0811828964,3788
0671624342,1624
0786890169,3789
074322535X,3790
0399148728,536
0399148728,3791
0071349294,3792
0071349294,3793
0312869061,189
0812968212,3794
0312264372,1702
0312264372,2623
0684841185,1211
0749005491,3795
0679463070,3794
0399146865,3796
0312873085,3797
0875964249,3798
0875964249,3799
0875964249,3800
0028625757,3801
0399146687,338
055380099X,3455
0316693286,131
0670861944,2093
0670861944,358
0399146237,2040
0684842106,3802
0439164842,3803
0060174056,3804
0373484887,371
0099521016,109
0750005815,3805
075001203X,3805
0330261878,3806
0140302395,3807
0060086246,1336
0451180429,2028
0373250126,3808
0060723890,3809
0373250193,3810
0758204930,3811
0451410947,3812
038550926X,3813
0061010707,3814
3462031112,3815
3499187809,1191
3499187809,3816
3446203966,3817
3446203966,3818
3442727367,3819
3216303217,3820
3442444020,1874
3442444020,1919
3257229364,2484
349961118X,3821
3795116074,3822
3795116074,3823
3499232103,3824
3499232103,3825
0552998001,366
3499114178,662
3499114178,3826
3442439736,1724
3442350484,49
3442350484,3827
0671004530,63
3421056056,3828
3442720141,3829
325722575X,3830
3442413338,2910
3442413338,1919
3499129728,3770
3499129728,3831
3442435366,64
3442435366,48
3442441382,64
3442441382,3832
3499613638,3833
3499134411,580
3257224303,3834
3462025864,819
3462025864,3835
3462025864,3836
0811811654,3837
0811811654,3838
0811811654,3839
0440226414,233
0060233532,3840
0060959037,57
055327886X,1165
0805036377,1017
0688156134,554
0374232415,3841
014028009X,182
0060697024,3842
0060697024,3843
0140254587,3844
0375708278,1270
3442541034,3845
0340581239,3846
0425187063,338
2264032200,580
2070407675,3847
2253171395,63
2070408507,3848
2253054747,3849
0002258579,3850
0446361305,1210
3775713328,3851
0451524063,3210
0451524063,3852
0451411285,3853
0743246349,3854
031286504X,3855
1928556396,3856
0517676044,3857
1562054376,3858
1562054376,3859
0735700737,3860
0028604032,3861
0028604032,2726
1573220256,2703
034547063X,144
034547063X,582
0425181480,3862
0405054610,3863
0405054610,3864
0405054610,3865
0312280769,3866
1585673390,3867
0886778964,2324
3596154766,3868
1561631469,3869
1561631469,3870
1841950149,3871
1852428112,3872
1852428112,3873
1418447293,3874
0451457811,2980
0553342495,1099
0374525641,3875
0571167926,3876
059043344X,3877
059043344X,3878
059043344X,3879
0140043136,3880
0874775132,3881
0738846503,3882
1552633217,3883
0375701311,1448
0340265450,3884
0441004954,3885
0312244266,3886
0786889098,3887
0373169884,3888
1551660539,2860
0373076371,3889
0373259646,3890
0553445014,3891
037325668X,3892
0373098006,1125
0373095244,3893
0373885210,1494
1565970519,3894
0373075286,3895
0373223455,3896
0373031114,3897
0373115458,3898
0373164556,3899
0821756672,3900
0373291019,3901
0373168713,3902
0373168829,3460
0373169795,3903
0373169477,1295
0446364290,130
0373482957,3904
0446600342,130
0445205512,130
1551666014,130
0446356859,130
0446603082,130
0446360511,130
0446364312,130
0446364150,130
0446356875,130
0373288468,3905
0373166621,3906
0446360708,130
0373222289,3907
0373169302,3459
0373169639,3888
1551660903,2945
0553440845,3908
0373098677,3909
0373451911,3910
0373096585,3911
0373169175,3902
0373169469,3912
0373255500,3913
037324343X,3914
0373165048,3915
0452282829,3916
0452281091,3917
0679781579,3918
0380728532,3919
0395754127,3920
1585673781,3921
1585673781,3922
1585673781,3923
1585673781,3924
0879757892,3925
0803251734,248
0803251734,3926
1582431612,3927
0873382668,3928
0931122740,3929
1562800299,2178
1562801465,2178
0934971013,3930
0934971013,3931
0553149121,3932
0761504362,3933
0673523241,3934
0673523241,3935
0395354846,3936
0553258958,3937
0061040185,3938
0816513333,3939
0816513074,3939
1888277173,3940
155583356X,3941
155583356X,3942
0688037127,3943
0688179096,3944
1879960214,3945
0345367561,3946
0066214688,3947
0785268839,3948
0871135809,99
0590436848,3949
3442352703,3950
0449219143,249
3795115833,3951
3442721652,3952
3442721652,3953
3499156938,275
347354034X,3954
034540761X,52
0061057797,3955
033028813X,3032
0859696707,3956
0859696707,3957
1844261085,3958
0385031386,3959
0875420036,3960
0141001828,2911
038078520X,3961
3492229891,3962
0385468067,3963
0312420021,2330
0553293400,1264
0060929871,1399
0393312836,3964
0553211757,3965
0553211757,3966
0553211757,3967
0060931914,1112
0393318680,1781
0590409433,3261
0138700982,2421
0515093556,576
1412014050,3968
2253003964,910
0399151850,1267
0802117821,3969
0802117821,3970
0380897180,2815
0380897180,3971
1573240923,3972
0385722206,2833
0385722206,2834
0702221988,3973
0061095540,181
9879630130,3974
0679732411,1096
0446606243,1997
0316785261,3975
0140049975,765
3701712417,3976
080913960X,3977
0139483993,3978
0139483993,3979
0385494661,3980
014062080X,164
0425174808,147
0425174808,880
0425174808,3399
0061002860,910
0140390847,3981
0140390847,3003
0140390847,3982
0451202856,894
0451405889,3983
0312274971,1425
0914171771,2629
0914171771,3984
0914171771,3985
0914171771,3148
0964849909,3986
0964849909,3987
0886777461,3988
0886777461,3989
0886777461,3990
0375406956,3991
0375406956,3992
0743202031,3993
0767902912,497
039571091X,3994
0395860318,3995
0192833642,2934
0192833642,3996
0192833642,3997
0750514833,3998
1860463312,825
0142001430,3999
0609809547,1809
0440218667,1146
0142000671,765
0425192792,4000
0821774352,4001
0821774352,4002
0821774352,4003
0505524139,169
0345463404,623
0449006379,2242
1885840047,4004
0060580208,4005
0060580208,4006
0425191060,4007
0743458125,4008
0312984820,4009
0380764008,4010
0060549270,4011
0505525305,4012
0373218222,1793
0373218222,925
0373218222,4013
0679777601,4014
0060505249,2273
0060505249,4015
0060505249,4016
0425191257,1831
0451458923,2980
0805426183,4017
0553800914,134
080410526X,2965
031242227X,1553
1555836577,4018
0553250256,108
0451520793,417
030680395X,4019
0440241812,280
0767914767,3813
0451528697,285
0451528697,4020
0060989270,1678
0374232105,4021
0140061401,4021
0393310329,4022
0679721037,4023
0140433988,285
0140433988,4024
0142437204,4025
0142437204,4026
1560235136,4027
0440219892,4028
1555834930,4029
1555836038,4030
0553272160,4031
006093090X,580
0942361598,4032
0942361598,4033
0942361598,4034
055321148X,863
038533494X,4035
0345355563,4036
0553210327,1462
0964109964,4037
0553212524,1521
0553212524,4038
0553251503,4039
0393321096,4040
0553574132,2514
038071681X,4041
088029261X,4042
0517053586,3877
0375706682,4043
0140270590,739
0679445625,282
0140862129,1237
0140862129,4044
0140862129,4045
0140862129,4046
0740735756,4047
0440235596,66
0440906156,4048
034540498X,4049
0671619373,1338
2070419657,1885
2070419657,1886
0943734312,4050
0943734150,4051
0898861098,4052
0803267355,4053
0803267355,4054
0964858401,4055
0679826718,96
1885211686,4056
1885211686,4057
1885211686,4058
0767904893,4059
0679733167,1745
0679436685,4060
074341120X,4061
0618162216,737
0375724621,4062
0375724621,4063
0140077812,4064
059045563X,4065
059045563X,4066
0375504907,2204
0312087357,4067
0156907380,1704
0142000485,4068
1584790660,4069
0812910389,4070
1573245038,4071
1573245038,4072
061810450X,4073
0441231942,435
0886773768,3989
0345291794,435
0449231992,4074
0192820575,4075
0192820575,4076
0449907899,4077
0345301064,435
0226462110,4078
0425062341,4079
0806967315,4080
0944031072,4081
1567182445,4082
0380776324,4083
0380776324,4084
0440504716,4085
0525942262,4086
0062508156,2310
014019536X,4087
0380816555,487
0684848066,2878
0449211827,1361
0441627404,4088
0553562738,2583
0812555031,2303
0812536509,2303
0812553993,2303
0380708892,2396
038070613X,2396
0380805421,91
0425171264,4089
2277219517,4090
0441794297,4091
0375708707,227
0802134475,4092
0151003084,4093
0553274066,1045
0553274066,1046
1897783108,4094
0340767278,4095
0679750932,3664
042516098X,64
0375701168,4096
0375701168,4097
0446613266,131
038549081X,414
0312267460,4098
0140329358,4099
0140329358,4100
074324396X,4101
0552998486,366
0099759713,4102
1853260193,4103
1853260967,4104
0140440151,2329
0140440151,4105
074993087X,4106
0671041789,144
0439139597,1822
0439139597,1823
0439064864,1822
0439064864,1823
1575665379,4107
0441005489,2180
0924171553,4108
0924171553,4109
0449909050,465
0330412302,4110
0064470059,4111
0064470059,4112
0821222341,4113
0821221558,4114
0380726297,2002
0553292056,1005
1860119190,4115
082122154X,4116
0553213512,1188
0060933577,3916
044023672X,545
0394839129,978
1573220213,4117
0440180295,1365
014044582X,313
014044582X,4118
014044582X,4119
3423071001,403
3423071001,4120
0884270610,4121
0884270610,4122
0425170055,147
345832402X,4123
3499613425,4124
3548021026,4125
351836605X,1511
1573229083,1589
0805058249,4126
034540047X,352
0140255842,4127
0380805995,2590
0425169375,220
0671727311,3764
0449003795,1017
055357874X,4128
0671896326,4129
3379017159,4130
0374190771,1364
0972660208,4131
0939165376,4132
0060935464,55
0446322180,1209
1551668998,4133
0515116173,370
157586326X,4134
042516828X,338
0440910552,4135
1853261092,1766
0889950954,4136
1562477579,4137
0312876343,1693
0446519081,2007
044651862X,2007
0688002307,4138
0394708229,4139
0394708229,1661
0195085140,4140
0195085140,4141
0671765973,4142
0922729611,4143
0922729611,4144
0767902335,4145
1577311523,4146
0425166805,4147
1567185126,4148
1874166188,4149
1874166188,4150
0875425011,4151
0875426638,4152
1882723007,2207
1882723007,4153
0764809326,4154
1892137038,4155
0883681056,4156
0874776945,3611
0875422462,4157
1869928180,4158
043935806X,2767
043935806X,1823
034540002X,4159
0399507914,4160
1570627193,4161
0439313899,3645
0609608045,4162
076071004X,4163
1855381125,4164
0875421202,394
1566199646,4165
0738700339,4166
0875423248,4167
073870279X,2388
0425158640,1186
0553236628,2081
1863739157,4168
068483183X,4169
0713715162,4170
0671532545,4171
0330360434,4172
0380723336,4173
0006498000,4174
0553210823,4175
0395771552,4176
1932560491,4177
0140304770,4178
0140444572,4179
0140444572,4180
0140029613,4181
0553213113,3981
0743489063,4182
0440225922,4183
0099993805,25
0914457284,4184
0914457284,4185
0914457284,4186
073870234X,4187
0892132922,2098
0892133260,2098
0060988258,4188
0345406419,4189
0451184963,144
0440220602,25
0821766929,4190
0671721135,189
0671721135,4191
0786864516,4192
042513525X,62
0060688246,4193
0883960044,4194
0883960044,4195
0399149422,4196
0440972329,1753
0451156609,144
0449132471,3166
0373111355,4197
0373114087,4198
0590298364,2236
0689107730,4199
0380016699,4200
088001072X,4201
0671760327,4202
0671760327,4203
034530988X,95
0380728184,4204
0140298924,4205
9722105248,3532
2020239302,4206
2020239302,4207
2742743693,1089
0769613292,4208
0671628828,500
0380716259,4209
0380716259,4210
0806509023,1769
0767901649,4211
0439173035,4212
0439173035,4213
0590187554,4214
060980748X,4215
060980748X,4216
0393049515,4217
1400031354,250
0007106130,4218
1572241314,4219
2268013987,4220
0451202783,4221
0486277909,4222
0394578198,1213
0262192624,4223
0399135413,4224
2290318329,4225
0553278118,236
0310478014,4226
0590477412,1427
0671868314,1427
0425170349,147
0425068064,910
0312975120,910
0590433865,2236
0486270556,909
0486270556,4227
0590433857,2236
0486296342,282
0380709538,598
0380709538,619
0743400526,2545
0451188497,4228
0671656589,4229
0671695169,1214
0671695142,1214
0671729462,1214
0446608955,238
0312287860,2877
0809293242,4230
0679417397,284
0679779159,954
1550546007,3278
0440204194,66
0451408721,3076
0064472574,4231
0884042693,1280
0141439696,271
0141439696,4232
0764548573,4233
0764548573,4234
0449203662,683
0586087060,4235
0449221032,561
0449218473,2653
0060926015,4236
0385018061,4237
0385018061,4238
0385018061,4239
0028600819,4240
0028600819,4241
0140248307,1503
0425065952,4242
0070064261,4243
3404149114,117
3404149114,856
3404149114,4244
9504001068,403
1864501235,4245
0864426224,4246
0864426224,4247
2277229938,4248
2253150908,201
2253048852,871
2253048852,4249
2253044911,871
2253044911,4249
2266067249,959
2266067249,4250
2253033138,1209
2253033138,4251
2070380742,4252
067972883X,4253
0440414806,1177
0440414806,4254
0440414806,4255
0689825587,832
0142302015,4256
0142302015,4257
1586480499,4258
0380821214,258
014038572X,3408
2714303412,4259
0140621334,4260
2070389634,4261
2070389634,4262
2070389634,4263
2070368157,4264
2864241277,4206
0440241073,25
0553277243,1603
0140161953,4265
0553287303,239
0451190521,144
0451190491,144
0679404856,331
0399141499,4224
0553100130,4266
0553100130,4267
067187294X,4268
0449215202,4269
0440204429,4270
0440204429,4271
0553259253,4272
2207305554,4273
2207249786,4274
2266102621,1322
2266102621,4275
2253140589,4276
2253140589,4277
2277233617,3690
202025462X,3042
2277116092,4278
2253049069,4279
2266002635,4280
2253044903,1722
2253044903,2603
2253152846,3042
2290312959,1981
2266104853,246
2020579391,964
2020579391,4281
2070366081,2329
0553225448,4282
0553225448,4283
0786703377,4284
0345350804,1067
0345350804,1294
0895551950,4285
0872168328,4286
0786705302,4287
0743203178,2655
0812550897,4288
0881849804,4289
0671725254,4290
0810934302,4291
006008118X,4292
0312266588,4293
0312906765,3650
0312274785,2526
0884042871,1280
0884042847,1280
0445204303,3072
0380003821,1771
0879801646,4294
0879801646,4295
0553227734,1983
0486232948,4296
0553241575,1702
0553205315,1702
0671493515,4297
0828103054,1185
0812561589,4298
0670884839,4068
0449227421,117
3404118839,4299
3442430879,2910
3442430879,1919
3426600218,42
3426600218,4300
3809413747,4301
3442723833,4302
096788330X,4303
0929141652,4304
0525244581,92
0373706847,4305
0373706847,4306
0440414121,4307
3442441080,1874
3442441080,1919
3492238572,4308
3492238572,1065
0805010858,1017
0963622927,4309
0963622927,4310
1558506462,4311
1558506462,4312
1558506462,4313
0140245480,4314
0451167716,2745
069811695X,440
0262121867,4315
9839236083,4316
0811830454,4317
0811830454,4318
0811830454,4319
0310329914,4320
0440203430,338
0446606324,177
0553211234,285
1593080077,2677
1593080077,4321
0446604089,486
0446603287,2960
0446343013,4253
0451202473,3368
0060548827,3537
0804119937,4322
1558746986,18
1558746986,19
1558746986,4323
0515132187,371
0704349469,4324
0394758439,4325
0449213447,683
0446670251,272
0061098736,4326
0448095149,1194
0702227773,4327
1841219266,3778
0671015842,4328
0140149708,4329
0434271918,4330
1840461535,4331
1840461535,4150
0563534753,4332
0563534753,4333
0563487496,4332
1862042497,4334
1862042497,4335
0330328573,1301
0330328573,4336
0330328573,863
0751516880,4337
014062225X,4338
0140622144,1704
0340765429,4328
034066049X,4339
0425154092,64
0425179613,4340
0425179613,4341
0375724370,97
0446677671,4342
0446677671,4343
0060969911,4342
0060969911,4343
342310516X,3037
342310516X,2174
3492040683,137
3502506809,910
3453127013,25
3453172841,2746
359650547X,1704
0330262726,1998
0330253565,1998
0553057960,1626
0671014196,1095
0688171877,4344
0871136791,612
0679400540,4345
0805009213,4346
0679406557,4347
0684814773,4348
957131577X,4349
0517881004,4350
1879181363,4351
0671518909,4352
055321277X,1517
055321277X,4353
006039241X,4354
0553380095,416
0060391502,4354
0060391502,4355
0874779669,4356
0874779669,4357
0679726225,4358
0306810123,4359
1555834310,4360
0684841827,4361
0440504708,255
0440504708,4362
0671521136,4363
0399518460,4364
0688140718,4365
0853301239,4366
0553284347,4367
0345356500,4368
0440473500,4369
0773674489,4370
0743423682,1338
1410798860,4371
0525945938,66
042516876X,3449
0385496095,1228
0385475721,414
0385319908,4372
0425142035,1965
0061096253,4373
1551667509,2268
0553277723,1877
0425068099,910
0449146391,4374
0312421117,2285
0761514430,4375
0761514430,4376
0679405283,576
0440508975,4377
0440508975,4378
0006751504,4379
0515137111,371
0345456939,623
0060504110,3153
0060542799,4380
0743469844,375
0553583573,567
0446613886,2580
0449148238,4381
0373289278,402
0451205561,4382
1551667371,2415
1551667398,4383
0778320324,4384
0778320413,4385
0553107380,1165
0375406182,227
0553271636,1017
1892145057,4386
1892145057,4387
1892145057,4388
0345389964,352
0486256111,4389
0679751521,109
0590120727,4390
1888054557,4391
0312099045,4392
0312099045,4393
0312966091,629
0385265565,4394
0670813648,144
0892961759,1530
0345372433,1785
0399144315,185
0786883219,1932
0375504613,465
0785263535,4395
0380896389,2590
0380896419,2590
0671252941,4396
155972272X,4397
0393046338,4398
0671001795,629
0316526835,4399
0385307888,4400
0385307888,4401
039447970X,2653
0425161285,636
0156904365,43
0156904365,4402
0743448421,4403
014034991X,2123
0440414539,597
006106498X,4404
006106498X,4405
0553274295,4406
0590457799,4029
0689800843,4407
0590457233,602
0689311001,4408
0590926675,4409
0671794019,443
0671794019,4410
0440403332,440
0440948991,598
0689849176,4407
1586480103,4411
1586480103,2638
1570282021,4412
0877950938,4413
0743490398,4414
0451524667,284
0451524667,4415
0446600253,4416
0345386744,800
0965894355,4417
0671039857,1214
0671039830,1214
0671007696,4418
067100767X,1214
0140063838,827
0207169519,4419
0684870819,4420
1558748040,18
1558748040,19
1558748040,1648
0425132986,4421
0439053862,4422
0743403614,1214
013029442X,4423
0843925027,4424
0756400953,3990
1559210869,2416
0886779960,871
033042095X,370
0789716399,4425
0821767240,2167
0515135356,2044
0316782262,137
0525945210,2615
0786869054,4426
0446530387,554
0688177743,4427
0375413634,4428
0425147762,4429
0399149295,133
0066212693,4430
0670031062,3812
0679439382,256
1565123417,4431
0451179188,582
0786867612,4432
0061098035,4433
0553572105,242
051512950X,4434
0312926456,4435
0786889837,4436
0804108749,84
0425121631,565
0804109052,4437
0345402308,4438
0451168690,582
067945960X,1626
0316693235,131
0451188616,534
050552208X,4439
0380820846,4016
0425153975,62
0425119653,573
0553579983,134
0399149325,64
042515971X,4440
1583144269,4441
0446610852,2961
0821771426,4442
0671744577,1095
0373261047,4443
0743233468,1211
0804114986,8
0380808072,2255
067179356X,138
0743410505,1211
0380750848,2006
0425151883,4444
0446611808,130
0310220033,4445
0553583360,3741
0446600709,129
0671019929,4446
044915002X,3395
0425178579,2975
0449907953,369
1551669498,4447
038081448X,2961
0140069135,4448
0696214563,3723
0696214563,4449
0696214563,4450
044808919X,184
0448089165,184
0451626079,1595
0451626079,4451
0451626079,4452
1563831236,4453
1563831236,35
1563831236,4454
156383121X,4453
156383121X,35
156383121X,4454
0028620666,3137
1892051176,4455
0877201358,4456
0844273252,4457
0201741644,4458
0201741644,4459
1559362324,4460
0345430786,1552
0316710571,131
0060555513,4461
0892967544,4462
0399148655,4463
0312319142,2931
0345457587,4464
0345453417,975
0060555653,4465
0316591122,1987
0312319517,2186
0380978830,4466
0385336209,1623
0553802526,618
0446530689,129
0399150854,646
0060083956,492
0446531421,1326
0446531421,1325
0312306814,1728
0312271786,4467
0399150870,338
0399149821,133
0553802496,62
0345452577,1626
1400041414,376
0060193883,4468
0743428684,1214
0525947655,724
0312316690,1702
0060005556,4469
0312304269,4470
0312304269,4471
0399148760,573
0316603287,131
0399145664,338
0425178102,331
0553580515,2583
0749301015,4472
0749301015,4473
0749301015,4474
0445204222,4475
1930252501,4476
0515123293,2525
0312985207,1282
0312985207,2043
0449220354,4477
0312981260,4478
067104754X,4479
0385144741,4480
0385144342,4481
0595175686,4482
1594082316,4483
1410777057,4483
0374172471,4484
2070394867,1258
0609807420,4485
0425122956,4182
0451208765,2028
0618129022,737
0345423402,1535
0345423429,1535
034544356X,1535
0743454146,2028
0451210840,144
0425152367,4089
0553374435,4486
0553106643,62
0553057707,4487
1853263508,4488
1567185711,4489
1560251476,4490
1560251476,4491
0449223795,239
1568846533,4492
0312144075,4493
0684869233,4494
0156007479,793
0061031844,1536
0312267177,4495
0345434943,206
1860110886,4496
0875421849,394
0786868619,4497
0786868619,4498
0786868619,4499
037550303X,4500
0345442741,225
0970272707,4501
0399138439,62
0130484717,4502
0452276365,4503
0671723650,1025
0671733354,1025
0451206525,2028
0140445943,1965
0140445943,4504
1557489297,4505
0553280430,4506
0451167317,144
0821725998,4507
0590444646,834
039951743X,4508
039951743X,4509
0671517643,282
155748919X,4510
1577480112,4511
0451457250,4512
0394741838,4513
0394741838,4514
0394741838,4515
0394741838,4516
0394741838,4517
0394741838,4518
0345428455,4519
0671541749,2370
0671541749,2369
0345314875,2220
0140446109,4520
0140446109,4521
0140446109,4522
014044422X,4523
014044422X,4524
0140147683,4525
0452270294,4526
1560766263,4527
014011341X,4528
0155026607,4529
0155026607,4530
0155026607,4531
0312850247,1738
0312850247,4532
0786913886,4519
0766607208,405
1884820298,4533
1884820298,4534
014042346X,1965
014042346X,4535
014042346X,4536
0440133017,82
0140587640,4537
0399144706,371
031285904X,4538
0140444173,429
0140444173,4539
0380769158,4540
0380769158,4541
1560760478,4519
0880389052,4519
0880389206,4519
0140193669,4542
0140193669,4543
0140194916,4544
0140255109,4545
0140255109,4546
0140255109,4547
014070731X,399
014070731X,4548
0140445145,3713
0140445145,4549
0452010845,4550
0140048162,1965
0140390537,3981
0140390537,4551
0192713434,4552
0345396936,576
0312261918,335
014010870X,4553
0671722840,399
0553233890,4554
0553346083,4555
0330306839,4556
0140181903,417
0140181903,1614
0786881275,4557
0786881275,4558
0394587545,828
0020519303,669
0345315014,4559
059022638X,3253
059022638X,3254
0590466178,1427
0006514588,4560
1578660432,4561
0761116230,4562
0761116230,4563
1580174493,4564
0380819600,2245
0312980159,110
0821771116,3493
0451403967,4565
0451403967,576
